"nox"	"air_temp"
"1069"	59.43861	3.5
"1070"	15.29348	3.5
"1071"	38.74239	3.5
"1072"	23.38158	3.5
"1073"	11.20931	3.6
"1074"	21.56106	3.6
"1075"	10.62292	3.6
"1076"	14.64912	3.6
"1077"	12.4401	3.6
"1078"	18.24999	3.6
"1079"	19.41945	3.6
"1080"	21.61781	3.6
"1081"	30.08421	3.6
"1082"	16.62677	3.6
"1083"	9.48641	3.6
"1084"	10.80668	3.6
"1085"	18.10286	3.6
"1086"	3.31924	3.6
"1087"	10.37001	3.6
"1088"	8.98054	3.6
"1089"	3.72638	3.6
"1090"	9.86447	3.6
"1091"	23.85775	3.6
"1092"	14.1546	3.6
"1093"	21.61884	3.6
"1094"	161.6486	3.6
"1095"	60.888	3.6
"1096"	13.14448	3.6
"1097"	61.85132	3.6
"1098"	26.00115	3.6
"1099"	20.30319	3.6
"1100"	24.5106	3.6
"1101"	33.23693	3.6
"1102"	14.45729	3.6
"1103"	47.94508	3.6
"1104"	47.60086	3.6
"1105"	94.00176	3.7
"1106"	8.35284	3.7
"1107"	14.82812	3.7
"1108"	6.87179	3.7
"1109"	16.09254	3.7
"1110"	5.85416	3.7
"1111"	30.15431	3.7
"1112"	25.51539	3.7
"1113"	32.14322	3.7
"1114"	19.58533	3.7
"1115"	21.18512	3.7
"1116"	20.19622	3.7
"1117"	31.35194	3.7
"1118"	18.60382	3.7
"1119"	13.44722	3.7
"1120"	9.84809	3.7
"1121"	3.82911	3.7
"1122"	11.51193	3.7
"1123"	8.88168	3.7
"1124"	6.00369	3.7
"1125"	5.9527	3.7
"1126"	9.42205	3.7
"1127"	4.28963	3.7
"1128"	7.23583	3.7
"1129"	17.30685	3.7
"1130"	28.12363	3.7
"1131"	50.04139	3.7
"1132"	21.38191	3.7
"1133"	20.70655	3.7
"1134"	8.54967	3.7
"1135"	31.10498	3.7
"1136"	2.46229	3.7
"1137"	3.5457	3.7
"1138"	15.50212	3.8
"1139"	33.96537	3.8
"1140"	5.14266	3.8
"1141"	22.82085	3.8
"1142"	22.3223	3.8
"1143"	5.76483	3.8
"1144"	26.8542	3.8
"1145"	16.56593	3.8
"1146"	14.19118	3.8
"1147"	26.09419	3.8
"1148"	17.40804	3.8
"1149"	11.93136	3.8
"1150"	22.32061	3.8
"1151"	4.55045	3.8
"1152"	2.97245	3.8
"1153"	3.61648	3.8
"1154"	11.25179	3.8
"1155"	14.18385	3.8
"1156"	4.26717	3.8
"1157"	12.00738	3.8
"1158"	11.51097	3.8
"1159"	4.43197	3.8
"1160"	3.33077	3.8
"1161"	12.7789	3.8
"1162"	18.81617	3.8
"1163"	15.52458	3.8
"1164"	20.19846	3.8
"1165"	24.53492	3.8
"1166"	20.26244	3.8
"1167"	4.55721	3.8
"1168"	29.36419	3.8
"1169"	22.99133	3.8
"1170"	33.95055	3.8
"1171"	57.74	3.8
"1172"	35.11055	3.8
"1173"	3.73997	3.8
"1174"	8.99036	3.8
"1175"	7.28997	3.8
"1176"	3.44721	3.8
"1177"	12.42429	3.9
"1178"	9.28497	3.9
"1179"	15.93806	3.9
"1180"	6.58838	3.9
"1181"	5.37728	3.9
"1182"	3.58918	3.9
"1183"	49.73067	3.9
"1184"	47.34164	3.9
"1185"	26.57178	3.9
"1186"	13.59189	3.9
"1187"	19.57705	3.9
"1188"	10.17595	3.9
"1189"	23.16045	3.9
"1190"	7.82384	3.9
"1191"	8.68188	3.9
"1192"	6.2058	3.9
"1193"	6.94314	3.9
"1194"	16.57182	3.9
"1195"	5.68938	3.9
"1196"	6.86347	3.9
"1197"	18.63761	3.9
"1198"	14.01989	3.9
"1199"	4.63923	3.9
"1200"	38.85086	3.9
"1201"	21.57296	3.9
"1202"	18.41125	3.9
"1203"	13.72833	3.9
"1204"	58.70474	3.9
"1205"	6.09763	3.9
"1206"	2.06653	3.9
"1207"	23.42402	3.9
"1208"	23.2339	3.9
"1209"	66.1991	4
"1210"	10.68012	4
"1211"	8.91369	4
"1212"	7.31504	4
"1213"	4.02247	4
"1214"	16.93416	4
"1215"	9.14961	4
"1216"	4.39062	4
"1217"	15.67832	4
"1218"	41.6789	4
"1219"	12.86044	4
"1220"	9.72823	4
"1221"	3.41832	4
"1222"	11.51097	4
"1223"	8.73246	4
"1224"	6.11498	4
"1225"	6.49613	4
"1226"	30.40991	4
"1227"	22.22071	4
"1228"	40.24106	4
"1229"	22.83159	4
"1230"	5.59128	4
"1231"	105.83719	4
"1232"	73.01728	4
"1233"	23.32548	4
"1234"	23.13933	4
"1235"	26.12874	4
"1236"	70.57109	4
"1237"	36.74706	4
"1238"	40.03418	4
"1239"	46.01968	4
"1240"	59.51159	4
"1241"	13.49724	4
"1242"	5.16632	4
"1243"	2.21606	4
"1244"	7.6331	4
"1245"	37.1671	4
"1246"	11.06499	4.1
"1247"	22.1618	4.1
"1248"	12.83765	4.1
"1249"	14.12785	4.1
"1250"	7.018	4.1
"1251"	31.69111	4.1
"1252"	16.53193	4.1
"1253"	29.52916	4.1
"1254"	35.78624	4.1
"1255"	13.94503	4.1
"1256"	17.64352	4.1
"1257"	11.08528	4.1
"1258"	2.97245	4.1
"1259"	17.51599	4.1
"1260"	28.47377	4.1
"1261"	7.98071	4.1
"1262"	22.3124	4.1
"1263"	64.80289	4.1
"1264"	4.76956	4.1
"1265"	27.68629	4.1
"1266"	8.84173	4.1
"1267"	43.78412	4.1
"1268"	37.66762	4.1
"1269"	2.29614	4.1
"1270"	32.93113	4.1
"1271"	18.3221	4.1
"1272"	4.67835	4.1
"1273"	9.50168	4.1
"1274"	10.83093	4.1
"1275"	35.43401	4.2
"1276"	16.93349	4.2
"1277"	11.00911	4.2
"1278"	37.24671	4.2
"1279"	12.59543	4.2
"1280"	5.6725	4.2
"1281"	21.8261	4.2
"1282"	14.48328	4.2
"1283"	5.6579	4.2
"1284"	4.04832	4.2
"1285"	20.54737	4.2
"1286"	25.47619	4.2
"1287"	18.36027	4.2
"1288"	7.26211	4.2
"1289"	15.01891	4.2
"1290"	8.9269	4.2
"1291"	3.91976	4.2
"1292"	12.95011	4.2
"1293"	35.32602	4.2
"1294"	25.31097	4.2
"1295"	22.76998	4.2
"1296"	12.79015	4.2
"1297"	9.093	4.2
"1298"	11.61012	4.2
"1299"	11.02163	4.2
"1300"	13.65981	4.2
"1301"	12.49475	4.2
"1302"	13.27567	4.2
"1303"	17.03386	4.2
"1304"	19.03497	4.2
"1305"	31.92018	4.2
"1306"	20.98727	4.2
"1307"	26.5669	4.2
"1308"	5.12981	4.2
"1309"	27.21239	4.2
"1310"	7.64128	4.2
"1311"	11.31012	4.2
"1312"	2.21414	4.2
"1313"	35.44157	4.2
"1314"	41.25006	4.2
"1315"	16.59945	4.2
"1316"	10.28939	4.2
"1317"	23.8412	4.3
"1318"	15.92611	4.3
"1319"	15.68158	4.3
"1320"	12.40165	4.3
"1321"	10.07634	4.3
"1322"	4.36346	4.3
"1323"	37.14912	4.3
"1324"	17.35018	4.3
"1325"	3.70764	4.3
"1326"	41.63077	4.3
"1327"	20.36923	4.3
"1328"	19.96375	4.3
"1329"	21.25132	4.3
"1330"	10.66284	4.3
"1331"	24.97734	4.3
"1332"	4.16143	4.3
"1333"	10.98241	4.3
"1334"	2.77863	4.3
"1335"	11.55962	4.3
"1336"	5.22515	4.3
"1337"	4.88014	4.3
"1338"	6.33122	4.3
"1339"	3.39738	4.3
"1340"	15.3384	4.3
"1341"	5.22588	4.3
"1342"	17.484	4.3
"1343"	3.23779	4.3
"1344"	13.85595	4.3
"1345"	26.45372	4.3
"1346"	14.25392	4.3
"1347"	11.26599	4.3
"1348"	33.63532	4.3
"1349"	7.72487	4.3
"1350"	16.0425	4.3
"1351"	33.42337	4.3
"1352"	27.91024	4.3
"1353"	21.08179	4.3
"1354"	20.14446	4.3
"1355"	9.50444	4.3
"1356"	4.77684	4.3
"1357"	19.3522	4.3
"1358"	36.52713	4.3
"1359"	15.06607	4.4
"1360"	14.7754	4.4
"1361"	4.21802	4.4
"1362"	3.78319	4.4
"1363"	16.85741	4.4
"1364"	52.99962	4.4
"1365"	4.22464	4.4
"1366"	41.78351	4.4
"1367"	7.65767	4.4
"1368"	21.73738	4.4
"1369"	25.1724	4.4
"1370"	38.70048	4.4
"1371"	11.47401	4.4
"1372"	23.76012	4.4
"1373"	17.62533	4.4
"1374"	15.9929	4.4
"1375"	25.06205	4.4
"1376"	8.93569	4.4
"1377"	7.54124	4.4
"1378"	4.74066	4.4
"1379"	11.23375	4.4
"1380"	11.8276	4.4
"1381"	51.64921	4.4
"1382"	10.27099	4.4
"1383"	20.93849	4.4
"1384"	3.04432	4.4
"1385"	5.89223	4.4
"1386"	17.07749	4.4
"1387"	16.24072	4.4
"1388"	17.83167	4.4
"1389"	15.02916	4.4
"1390"	15.95385	4.4
"1391"	14.88341	4.4
"1392"	13.42209	4.4
"1393"	21.21919	4.4
"1394"	26.12737	4.4
"1395"	5.81378	4.4
"1396"	61.98789	4.4
"1397"	40.11469	4.4
"1398"	7.86791	4.4
"1399"	8.99036	4.4
"1400"	34.70321	4.4
"1401"	27.61489	4.4
"1402"	3.08607	4.4
"1403"	27.48694	4.5
"1404"	19.46385	4.5
"1405"	11.12908	4.5
"1406"	5.0105	4.5
"1407"	38.78461	4.5
"1408"	10.26282	4.5
"1409"	15.05346	4.5
"1410"	10.87466	4.5
"1411"	31.26045	4.5
"1412"	20.17615	4.5
"1413"	21.07201	4.5
"1414"	31.9858	4.5
"1415"	18.43084	4.5
"1416"	22.41247	4.5
"1417"	4.39499	4.5
"1418"	15.20962	4.5
"1419"	4.02694	4.5
"1420"	8.26182	4.5
"1421"	3.74096	4.5
"1422"	4.32763	4.5
"1423"	10.55343	4.5
"1424"	15.38869	4.5
"1425"	5.76186	4.5
"1426"	53.11003	4.5
"1427"	20.15754	4.5
"1428"	4.83489	4.5
"1429"	51.91432	4.5
"1430"	3.73943	4.5
"1431"	22.88935	4.5
"1432"	49.56898	4.5
"1433"	2.10116	4.5
"1434"	11.22479	4.5
"1435"	27.71332	4.5
"1436"	14.7754	4.6
"1437"	7.51486	4.6
"1438"	21.34965	4.6
"1439"	21.09238	4.6
"1440"	11.13832	4.6
"1441"	20.53796	4.6
"1442"	21.38693	4.6
"1443"	15.82441	4.6
"1444"	13.47703	4.6
"1445"	23.69173	4.6
"1446"	27.3237	4.6
"1447"	8.25209	4.6
"1448"	7.61731	4.6
"1449"	11.58906	4.6
"1450"	32.154	4.6
"1451"	3.83707	4.6
"1452"	5.68933	4.6
"1453"	20.62281	4.6
"1454"	14.34937	4.6
"1455"	11.95922	4.6
"1456"	22.70995	4.6
"1457"	9.90638	4.6
"1458"	73.16225	4.6
"1459"	17.39693	4.6
"1460"	3.91435	4.6
"1461"	33.82367	4.6
"1462"	33.67725	4.6
"1463"	43.66473	4.6
"1464"	2.70459	4.6
"1465"	10.63093	4.6
"1466"	19.88666	4.6
"1467"	37.26288	4.6
"1468"	23.14889	4.6
"1469"	4.53094	4.6
"1470"	3.5457	4.6
"1471"	13.95186	4.7
"1472"	11.97529	4.7
"1473"	2.65147	4.7
"1474"	5.65339	4.7
"1475"	18.23458	4.7
"1476"	12.19374	4.7
"1477"	4.94352	4.7
"1478"	16.36384	4.7
"1479"	13.66185	4.7
"1480"	9.08218	4.7
"1481"	34.37646	4.7
"1482"	24.55461	4.7
"1483"	15.65405	4.7
"1484"	5.14949	4.7
"1485"	9.179	4.7
"1486"	29.81811	4.7
"1487"	5.45676	4.7
"1488"	5.19316	4.7
"1489"	12.52458	4.7
"1490"	15.21338	4.7
"1491"	21.36657	4.7
"1492"	33.86586	4.7
"1493"	13.73121	4.7
"1494"	35.04386	4.7
"1495"	6.83974	4.7
"1496"	8.84173	4.7
"1497"	39.70546	4.7
"1498"	34.61881	4.7
"1499"	32.77395	4.7
"1500"	12.94602	4.7
"1501"	5.46747	4.7
"1502"	15.56506	4.7
"1503"	25.26677	4.7
"1504"	17.23103	4.7
"1505"	13.34174	4.7
"1506"	13.73559	4.7
"1507"	36.47791	4.7
"1508"	15.7822	4.8
"1509"	40.00717	4.8
"1510"	8.38294	4.8
"1511"	8.96108	4.8
"1512"	23.88172	4.8
"1513"	23.79271	4.8
"1514"	17.60076	4.8
"1515"	21.20867	4.8
"1516"	14.0444	4.8
"1517"	10.82805	4.8
"1518"	3.83773	4.8
"1519"	21.80676	4.8
"1520"	16.66315	4.8
"1521"	18.76324	4.8
"1522"	17.58921	4.8
"1523"	21.00927	4.8
"1524"	25.1724	4.8
"1525"	32.52591	4.8
"1526"	8.64272	4.8
"1527"	10.3029	4.8
"1528"	9.30412	4.8
"1529"	9.5	4.8
"1530"	23.76886	4.8
"1531"	42.0483	4.8
"1532"	33.93827	4.8
"1533"	4.79004	4.8
"1534"	13.01531	4.8
"1535"	11.79703	4.8
"1536"	3.47328	4.8
"1537"	42.42099	4.8
"1538"	4.97153	4.8
"1539"	5.02677	4.8
"1540"	5.42791	4.8
"1541"	4.24208	4.8
"1542"	7.24442	4.8
"1543"	5.60795	4.8
"1544"	32.08492	4.8
"1545"	6.95133	4.8
"1546"	11.16573	4.8
"1547"	118.37001	4.8
"1548"	11.38804	4.8
"1549"	40.14285	4.8
"1550"	21.75451	4.8
"1551"	20.10291	4.8
"1552"	31.55641	4.8
"1553"	14.25596	4.8
"1554"	11.075	4.8
"1555"	10.63798	4.8
"1556"	27.22933	4.8
"1557"	29.68082	4.8
"1558"	47.10854	4.8
"1559"	3.09934	4.8
"1560"	11.17394	4.8
"1561"	18.1264	4.8
"1562"	9.89984	4.8
"1563"	6.63225	4.8
"1564"	4.97383	4.8
"1565"	5.95874	4.8
"1566"	21.66187	4.8
"1567"	13.29251	4.8
"1568"	16.93564	4.8
"1569"	16.14794	4.8
"1570"	26.03969	4.8
"1571"	41.60812	4.9
"1572"	6.98579	4.9
"1573"	1.63805	4.9
"1574"	8.38755	4.9
"1575"	26.70852	4.9
"1576"	18.12778	4.9
"1577"	11.47879	4.9
"1578"	15.1509	4.9
"1579"	7.66935	4.9
"1580"	23.2564	4.9
"1581"	12.92537	4.9
"1582"	23.02637	4.9
"1583"	24.69567	4.9
"1584"	10.41336	4.9
"1585"	25.84477	4.9
"1586"	12.29054	4.9
"1587"	19.34153	4.9
"1588"	13.7008	4.9
"1589"	8.23681	4.9
"1590"	7.34259	4.9
"1591"	3.33459	4.9
"1592"	3.66184	4.9
"1593"	8.55746	4.9
"1594"	5.02488	4.9
"1595"	7.58684	4.9
"1596"	22.49591	4.9
"1597"	42.14565	4.9
"1598"	31.16967	4.9
"1599"	13.51919	4.9
"1600"	47.69843	4.9
"1601"	25.68754	4.9
"1602"	31.59729	4.9
"1603"	30.63568	4.9
"1604"	21.45562	4.9
"1605"	20.19372	4.9
"1606"	10.14685	4.9
"1607"	21.57279	4.9
"1608"	5.71293	4.9
"1609"	8.41859	4.9
"1610"	17.23103	4.9
"1611"	45.0928	4.9
"1612"	16.19482	4.9
"1613"	16.40582	5
"1614"	7.90117	5
"1615"	6.45583	5
"1616"	11.44198	5
"1617"	26.84342	5
"1618"	8.15824	5
"1619"	10.14924	5
"1620"	15.84556	5
"1621"	19.40858	5
"1622"	18.4894	5
"1623"	18.62634	5
"1624"	23.60321	5
"1625"	22.52569	5
"1626"	60.8706	5
"1627"	20.06869	5
"1628"	8.8634	5
"1629"	6.03182	5
"1630"	54.2557	5
"1631"	5.22635	5
"1632"	14.48673	5
"1633"	23.06962	5
"1634"	7.98671	5
"1635"	6.03212	5
"1636"	5.40767	5
"1637"	10.66277	5
"1638"	6.1844	5
"1639"	26.17193	5
"1640"	25.77382	5
"1641"	17.3486	5
"1642"	3.22169	5
"1643"	47.16596	5
"1644"	35.81779	5
"1645"	34.06106	5
"1646"	24.30144	5
"1647"	8.07741	5
"1648"	1.63986	5
"1649"	2.45979	5
"1650"	9.10388	5
"1651"	8.80861	5
"1652"	11.81043	5
"1653"	12.45197	5
"1654"	21.26494	5
"1655"	10.3752	5
"1656"	3.15196	5
"1657"	5.56478	5
"1658"	18.31811	5
"1659"	22.92977	5.1
"1660"	5.92587	5.1
"1661"	11.75539	5.1
"1662"	3.55685	5.1
"1663"	25.84279	5.1
"1664"	6.8149	5.1
"1665"	19.84351	5.1
"1666"	14.09036	5.1
"1667"	13.31292	5.1
"1668"	13.65428	5.1
"1669"	12.13205	5.1
"1670"	5.99848	5.1
"1671"	14.78595	5.1
"1672"	11.37714	5.1
"1673"	11.85052	5.1
"1674"	4.60898	5.1
"1675"	5.6972	5.1
"1676"	15.81236	5.1
"1677"	12.25546	5.1
"1678"	5.42425	5.1
"1679"	5.11005	5.1
"1680"	21.92854	5.1
"1681"	3.88206	5.1
"1682"	7.16688	5.1
"1683"	16.23395	5.1
"1684"	3.68906	5.1
"1685"	21.18354	5.1
"1686"	42.4554	5.1
"1687"	53.46723	5.1
"1688"	20.87631	5.1
"1689"	19.66947	5.1
"1690"	11.3548	5.1
"1691"	55.37258	5.1
"1692"	25.5895	5.1
"1693"	23.40233	5.1
"1694"	14.3808	5.1
"1695"	12.42754	5.1
"1696"	3.78643	5.1
"1697"	1.6237	5.1
"1698"	8.21809	5.1
"1699"	15.25957	5.1
"1700"	21.37579	5.1
"1701"	14.33261	5.1
"1702"	8.22465	5.1
"1703"	5.66368	5.1
"1704"	12.40995	5.1
"1705"	9.69861	5.1
"1706"	11.17555	5.1
"1707"	38.3978	5.1
"1708"	30.86368	5.1
"1709"	2.75617	5.1
"1710"	10.63092	5.1
"1711"	3.34398	5.2
"1712"	14.23407	5.2
"1713"	7.07452	5.2
"1714"	6.52283	5.2
"1715"	17.1132	5.2
"1716"	20.29443	5.2
"1717"	10.89323	5.2
"1718"	9.35762	5.2
"1719"	33.30514	5.2
"1720"	16.7491	5.2
"1721"	17.48075	5.2
"1722"	9.41552	5.2
"1723"	11.45659	5.2
"1724"	5.99124	5.2
"1725"	17.89382	5.2
"1726"	15.08207	5.2
"1727"	14.99667	5.2
"1728"	6.05859	5.2
"1729"	35.06878	5.2
"1730"	10.34303	5.2
"1731"	7.99202	5.2
"1732"	20.52673	5.2
"1733"	16.65281	5.2
"1734"	43.20149	5.2
"1735"	19.03978	5.2
"1736"	48.47075	5.2
"1737"	9.95481	5.2
"1738"	14.51002	5.2
"1739"	31.79185	5.2
"1740"	32.65183	5.2
"1741"	1.77105	5.2
"1742"	11.11988	5.2
"1743"	13.77884	5.2
"1744"	37.55822	5.2
"1745"	23.14889	5.2
"1746"	9.10783	5.2
"1747"	12.89866	5.2
"1748"	13.34174	5.2
"1749"	10.5817	5.2
"1750"	6.74276	5.2
"1751"	9.00926	5.3
"1752"	29.97451	5.3
"1753"	19.31173	5.3
"1754"	13.1048	5.3
"1755"	4.92333	5.3
"1756"	15.46167	5.3
"1757"	16.51951	5.3
"1758"	17.57292	5.3
"1759"	14.87622	5.3
"1760"	18.58885	5.3
"1761"	18.49702	5.3
"1762"	12.57978	5.3
"1763"	10.12209	5.3
"1764"	13.71134	5.3
"1765"	8.1405	5.3
"1766"	13.70147	5.3
"1767"	24.35817	5.3
"1768"	21.54205	5.3
"1769"	8.58397	5.3
"1770"	17.1345	5.3
"1771"	7.159	5.3
"1772"	8.75952	5.3
"1773"	8.2784	5.3
"1774"	3.47348	5.3
"1775"	43.51426	5.3
"1776"	164.59129	5.3
"1777"	33.91292	5.3
"1778"	16.28546	5.3
"1779"	18.65356	5.3
"1780"	25.66073	5.3
"1781"	9.78695	5.3
"1782"	19.26274	5.3
"1783"	28.30841	5.3
"1784"	14.15596	5.3
"1785"	12.47666	5.3
"1786"	7.47885	5.3
"1787"	16.19013	5.3
"1788"	26.13058	5.3
"1789"	22.59073	5.3
"1790"	19.1647	5.3
"1791"	18.26226	5.3
"1792"	16.15497	5.3
"1793"	17.09078	5.3
"1794"	9.94765	5.3
"1795"	10.09246	5.3
"1796"	10.48631	5.3
"1797"	23.87382	5.3
"1798"	3.05147	5.3
"1799"	3.74051	5.3
"1800"	9.84204	5.4
"1801"	14.98123	5.4
"1802"	14.01157	5.4
"1803"	25.64812	5.4
"1804"	9.3592	5.4
"1805"	16.52813	5.4
"1806"	11.26253	5.4
"1807"	27.95645	5.4
"1808"	47.71499	5.4
"1809"	27.04491	5.4
"1810"	10.52835	5.4
"1811"	5.73758	5.4
"1812"	9.29801	5.4
"1813"	11.44245	5.4
"1814"	17.38467	5.4
"1815"	16.89357	5.4
"1816"	13.80712	5.4
"1817"	41.68616	5.4
"1818"	12.75244	5.4
"1819"	10.32082	5.4
"1820"	22.7729	5.4
"1821"	4.86148	5.4
"1822"	3.91524	5.4
"1823"	19.77393	5.4
"1824"	12.77507	5.4
"1825"	11.82966	5.4
"1826"	8.18149	5.4
"1827"	13.93201	5.4
"1828"	6.13224	5.4
"1829"	20.83342	5.4
"1830"	15.07241	5.4
"1831"	14.35217	5.4
"1832"	9.52008	5.4
"1833"	25.08082	5.4
"1834"	38.95018	5.4
"1835"	33.2478	5.4
"1836"	42.8162	5.4
"1837"	40.81916	5.4
"1838"	28.01411	5.4
"1839"	12.39915	5.4
"1840"	8.31531	5.4
"1841"	8.36451	5.4
"1842"	8.41371	5.4
"1843"	23.82461	5.4
"1844"	6.40289	5.4
"1845"	15.85945	5.4
"1846"	17.4848	5.4
"1847"	7.68012	5.4
"1848"	44.79743	5.4
"1849"	24.51279	5.5
"1850"	17.22131	5.5
"1851"	11.9481	5.5
"1852"	19.63438	5.5
"1853"	13.1048	5.5
"1854"	13.85209	5.5
"1855"	7.9964	5.5
"1856"	35.67373	5.5
"1857"	27.00255	5.5
"1858"	28.3447	5.5
"1859"	12.26957	5.5
"1860"	18.21649	5.5
"1861"	12.73196	5.5
"1862"	11.98265	5.5
"1863"	18.36685	5.5
"1864"	16.69714	5.5
"1865"	13.27695	5.5
"1866"	7.88898	5.5
"1867"	42.91714	5.5
"1868"	17.06727	5.5
"1869"	4.38939	5.5
"1870"	24.80638	5.5
"1871"	18.53687	5.5
"1872"	6.58664	5.5
"1873"	6.89044	5.5
"1874"	20.69944	5.5
"1875"	6.47539	5.5
"1876"	3.54386	5.5
"1877"	13.57941	5.5
"1878"	11.25389	5.5
"1879"	30.37019	5.5
"1880"	42.24332	5.5
"1881"	23.32509	5.5
"1882"	43.46848	5.5
"1883"	24.57981	5.5
"1884"	9.57084	5.5
"1885"	25.81658	5.5
"1886"	3.83728	5.5
"1887"	3.68969	5.5
"1888"	5.9527	5.5
"1889"	5.01798	5.5
"1890"	3.69022	5.5
"1891"	4.8711	5.5
"1892"	8.95495	5.5
"1893"	6.5932	5.5
"1894"	8.66098	5.5
"1895"	8.0728	5.5
"1896"	48.09225	5.5
"1897"	8.2739	5.5
"1898"	9.8463	5.5
"1899"	31.65127	5.5
"1900"	7.18571	5.5
"1901"	5.02016	5.5
"1902"	15.11062	5.6
"1903"	22.25819	5.6
"1904"	17.07973	5.6
"1905"	13.98555	5.6
"1906"	10.89512	5.6
"1907"	27.49751	5.6
"1908"	7.30314	5.6
"1909"	14.52916	5.6
"1910"	9.01978	5.6
"1911"	12.98511	5.6
"1912"	49.32172	5.6
"1913"	59.44898	5.6
"1914"	73.86086	5.6
"1915"	63.34409	5.6
"1916"	51.70747	5.6
"1917"	14.0139	5.6
"1918"	14.08291	5.6
"1919"	11.31186	5.6
"1920"	9.47808	5.6
"1921"	6.93201	5.6
"1922"	8.2689	5.6
"1923"	19.55043	5.6
"1924"	2.91094	5.6
"1925"	18.40685	5.6
"1926"	9.97244	5.6
"1927"	4.82891	5.6
"1928"	11.39733	5.6
"1929"	11.09146	5.6
"1930"	19.86731	5.6
"1931"	5.35759	5.6
"1932"	4.50639	5.6
"1933"	2.9391	5.6
"1934"	27.22357	5.6
"1935"	15.18753	5.6
"1936"	5.04485	5.6
"1937"	77.11218	5.6
"1938"	8.1093	5.6
"1939"	14.17452	5.6
"1940"	6.97426	5.6
"1941"	4.69421	5.6
"1942"	23.73932	5.6
"1943"	8.05168	5.6
"1944"	56.06899	5.6
"1945"	24.93582	5.6
"1946"	19.37662	5.6
"1947"	13.96003	5.6
"1948"	49.35586	5.6
"1949"	11.43593	5.6
"1950"	5.31315	5.6
"1951"	7.92053	5.6
"1952"	6.88842	5.6
"1953"	12.647	5.6
"1954"	12.89305	5.6
"1955"	7.53024	5.6
"1956"	42.43144	5.6
"1957"	49.51975	5.6
"1958"	25.16826	5.6
"1959"	44.00978	5.6
"1960"	30.17454	5.6
"1961"	11.02466	5.6
"1962"	23.44052	5.7
"1963"	35.21015	5.7
"1964"	27.96664	5.7
"1965"	14.39107	5.7
"1966"	20.33887	5.7
"1967"	5.0989	5.7
"1968"	16.32958	5.7
"1969"	15.64742	5.7
"1970"	10.82373	5.7
"1971"	17.221	5.7
"1972"	8.90617	5.7
"1973"	9.22039	5.7
"1974"	28.37487	5.7
"1975"	20.0411	5.7
"1976"	39.63266	5.7
"1977"	15.57216	5.7
"1978"	8.37371	5.7
"1979"	9.2684	5.7
"1980"	6.17893	5.7
"1981"	18.80883	5.7
"1982"	12.47374	5.7
"1983"	19.64369	5.7
"1984"	23.61634	5.7
"1985"	16.62005	5.7
"1986"	6.1613	5.7
"1987"	4.23278	5.7
"1988"	13.88931	5.7
"1989"	28.80936	5.7
"1990"	13.58565	5.7
"1991"	20.07656	5.7
"1992"	24.84677	5.7
"1993"	42.29497	5.7
"1994"	11.656	5.7
"1995"	104.73322	5.7
"1996"	38.4341	5.7
"1997"	33.20862	5.7
"1998"	22.37572	5.7
"1999"	24.72699	5.7
"2000"	10.16798	5.7
"2001"	8.69436	5.7
"2002"	25.9641	5.7
"2003"	5.55913	5.7
"2004"	10.03887	5.7
"2005"	49.32286	5.7
"2006"	3.84173	5.7
"2007"	6.05767	5.7
"2008"	19.0075	5.7
"2009"	18.66281	5.7
"2010"	10.89658	5.7
"2011"	3.69102	5.7
"2012"	33.81901	5.8
"2013"	22.68992	5.8
"2014"	13.76745	5.8
"2015"	7.22396	5.8
"2016"	16.15781	5.8
"2017"	15.2967	5.8
"2018"	4.72175	5.8
"2019"	10.61389	5.8
"2020"	3.70099	5.8
"2021"	3.06793	5.8
"2022"	2.27254	5.8
"2023"	9.11769	5.8
"2024"	21.36733	5.8
"2025"	23.98302	5.8
"2026"	38.8861	5.8
"2027"	47.52024	5.8
"2028"	11.27948	5.8
"2029"	11.73576	5.8
"2030"	13.6134	5.8
"2031"	8.82705	5.8
"2032"	7.71015	5.8
"2033"	10.80403	5.8
"2034"	16.99179	5.8
"2035"	32.80259	5.8
"2036"	5.28953	5.8
"2037"	17.65771	5.8
"2038"	3.18178	5.8
"2039"	9.74956	5.8
"2040"	7.93083	5.8
"2041"	21.25695	5.8
"2042"	10.71642	5.8
"2043"	5.49725	5.8
"2044"	21.2707	5.8
"2045"	205.58948	5.8
"2046"	14.72072	5.8
"2047"	29.91244	5.8
"2048"	20.24788	5.8
"2049"	18.75002	5.8
"2050"	5.26746	5.8
"2051"	16.8818	5.8
"2052"	50.42811	5.8
"2053"	16.1191	5.8
"2054"	8.27283	5.8
"2055"	18.95585	5.8
"2056"	14.5968	5.8
"2057"	20.54867	5.8
"2058"	15.77143	5.8
"2059"	13.90116	5.8
"2060"	37.90248	5.8
"2061"	3.14716	5.8
"2062"	2.41025	5.8
"2063"	4.67293	5.8
"2064"	8.11732	5.8
"2065"	10.04032	5.8
"2066"	11.22805	5.8
"2067"	4.06862	5.8
"2068"	7.23493	5.8
"2069"	2.60832	5.8
"2070"	17.44857	5.9
"2071"	11.15556	5.9
"2072"	19.35981	5.9
"2073"	30.21394	5.9
"2074"	31.50496	5.9
"2075"	20.39482	5.9
"2076"	11.27714	5.9
"2077"	49.54685	5.9
"2078"	9.16244	5.9
"2079"	21.06382	5.9
